#{"t_start": 1621568387.765816, "env_id": null}
r,l,t
1.238095,11,130.794861
-9.785714,10,130.879597
-0.785714,10,130.964961
-9.809524,9,131.053451
1.166667,8,131.12328
-0.761905,11,131.217878
1.071429,4,131.259256
1.142857,7,131.328593
1.166667,8,131.395164
1.142857,7,131.451485
1.214286,10,131.532454
-0.714286,13,131.654013
-0.785714,10,131.746742
1.095238,5,131.796769
1.238095,11,132.012591
-0.880952,6,132.066574
1.309524,14,132.197899
1.190476,9,132.27978
-9.690476,14,132.402089
-0.857143,7,132.468814
1.142857,7,132.529977
-0.833333,8,132.738537
1.261905,12,132.898867
1.190476,9,132.983742
-0.785714,10,133.078732
-9.714286,13,133.192908
1.214286,10,133.287634
-0.809524,9,133.5182
1.214286,10,133.628156
1.238095,11,133.879842
1.285714,13,134.007859
1.095238,5,134.052154
-0.738095,12,134.150022
1.142857,7,134.205355
1.190476,9,134.287015
-9.761905,11,134.548538
1.071429,4,134.663952
-0.761905,11,134.805197
-0.761905,11,134.939982
1.190476,9,135.036958
1.190476,9,135.132586
1.190476,9,135.37095
1.166667,8,135.457688
1.261905,12,135.561682
1.095238,5,135.623974
-0.833333,8,135.713881
-0.833333,8,135.796871
1.238095,11,135.90911
-0.880952,6,135.979111
-0.857143,7,136.048776
1.142857,7,136.114057
1.285714,13,136.22313
1.166667,8,136.304153
1.142857,7,136.375362
1.238095,11,136.474511
1.142857,7,136.542212
-0.785714,10,136.76235
-0.785714,10,136.847783
1.261905,12,136.964028
1.190476,9,137.038853
-0.904762,5,137.092059
1.214286,10,137.176839
-0.833333,8,137.245059
-0.761905,11,137.343506
1.285714,13,137.462215
1.190476,9,137.545123
1.214286,10,137.635341
1.261905,12,137.734471
1.095238,5,137.786218
-0.904762,5,137.833547
1.142857,7,138.028874
1.238095,11,138.117605
1.190476,9,138.199533
-0.857143,7,138.262616
-0.904762,5,138.312458
1.119048,6,138.364412
-0.738095,12,138.483003
1.166667,8,138.553395
1.119048,6,138.613827
1.119048,6,138.663773
1.333333,15,138.817145
-0.857143,7,138.889401
-0.761905,11,138.993627
1.214286,10,139.09011
1.214286,10,139.335812
1.214286,10,139.438007
1.071429,4,139.482272
1.261905,12,139.608849
1.238095,11,139.707311
-9.738095,12,139.815425
1.285714,13,139.937866
-0.833333,8,140.020198
-0.928571,4,140.059522
1.238095,11,140.175839
1.071429,4,140.218267
-0.857143,7,140.28409
1.190476,9,140.36045
1.214286,10,140.455768
1.238095,11,140.552936
1.166667,8,140.868155
1.285714,13,140.989705
-0.809524,9,141.07674
1.119048,6,141.128666
-9.714286,13,141.236493
1.166667,8,141.308169
1.166667,8,141.384391
1.119048,6,141.437795
-9.666667,15,141.557507
1.095238,5,141.610942
1.261905,12,141.709367
1.166667,8,141.781061
1.190476,9,141.858772
-9.690476,14,142.101855
-9.714286,13,142.210881
-0.833333,8,142.289516
1.190476,9,142.369477
-0.833333,8,142.442709
1.142857,7,142.499996
-0.809524,9,142.590438
1.190476,9,142.669372
-9.666667,15,142.801242
-0.857143,7,142.874717
-9.595238,18,143.020939
1.214286,10,143.10195
1.095238,5,143.143945
1.166667,8,143.334976
1.119048,6,143.395882
1.238095,11,143.493389
1.238095,11,143.585907
1.238095,11,143.709786
-9.690476,14,143.833714
1.214286,10,143.91697
1.285714,13,144.032623
1.238095,11,144.130703
-9.785714,10,144.212433
1.285714,13,144.315298
1.214286,10,144.398546
1.285714,13,144.658296
1.142857,7,144.715469
1.166667,8,144.851912
-0.809524,9,144.929633
1.119048,6,144.982784
-0.857143,7,145.046764
1.261905,12,145.14614
-9.714286,13,145.268637
1.261905,12,145.366924
1.095238,5,145.410194
1.142857,7,145.470813
-0.738095,12,145.569014
1.119048,6,145.630346
-9.761905,11,145.730891
-9.785714,10,145.949449
1.238095,11,146.041157
-0.761905,11,146.136362
1.190476,9,146.20952
-0.857143,7,146.275706
-0.761905,11,146.371941
-0.761905,11,146.481341
-0.785714,10,146.564118
1.190476,9,146.673886
1.261905,12,146.776971
1.309524,14,146.943765
1.142857,7,147.00652
1.261905,12,147.23792
-0.809524,9,147.320108
1.238095,11,147.408476
1.166667,8,147.487108
-0.833333,8,147.556454
1.238095,11,147.652043
1.238095,11,147.748666
1.190476,9,147.833057
1.142857,7,147.896885
1.261905,12,147.995909
1.166667,8,148.060062
1.142857,7,148.122398
1.285714,13,148.223592
1.333333,15,148.468802
1.238095,11,148.559844
1.190476,9,148.637234
-0.880952,6,148.693966
1.214286,10,148.779042
1.166667,8,148.847937
-0.738095,12,148.958623
1.166667,8,149.026677
-0.880952,6,149.092833
1.190476,9,149.165902
1.309524,14,149.299085
1.238095,11,149.393261
1.071429,4,149.427569
1.142857,7,149.48889
1.261905,12,149.781388
-0.880952,6,149.846735
1.214286,10,149.952066
1.214286,10,150.050449
1.214286,10,150.166798
-9.761905,11,150.314202
-0.785714,10,150.422244
1.190476,9,150.535027
-0.880952,6,150.605222
1.142857,7,150.678772
1.142857,7,150.766741
-0.880952,6,150.831279
1.142857,7,150.904675
1.119048,6,150.980374
1.261905,12,151.108608
1.238095,11,151.366364
1.166667,8,151.436133
-9.761905,11,151.536789
1.285714,13,151.666288
1.309524,14,151.80104
1.142857,7,151.859828
1.214286,10,151.953032
1.119048,6,152.005362
1.071429,4,152.041407
1.119048,6,152.100564
1.285714,13,152.222484
-9.738095,12,152.326437
1.261905,12,152.436701
1.190476,9,152.51333
-0.809524,9,152.763521
1.214286,10,152.854743
1.190476,9,152.938834
1.142857,7,153.007383
-0.666667,15,153.155005
1.238095,11,153.280333
-9.690476,14,153.404445
1.214286,10,153.488203
-0.785714,10,153.596506
-9.619048,17,153.76827
1.238095,11,153.858735
1.095238,5,153.905525
-0.880952,6,154.111072
-0.880952,6,154.179214
1.238095,11,154.284611
1.261905,12,154.398051
1.119048,6,154.461032
-0.714286,13,154.641498
-0.904762,5,154.691462
1.261905,12,154.811246
1.142857,7,154.876148
1.261905,12,154.992972
-9.642857,16,155.149011
1.261905,12,155.257785
1.190476,9,155.330781
1.309524,14,155.597388
1.261905,12,155.697064
1.238095,11,155.786722
1.142857,7,155.847204
1.214286,10,155.929592
-0.738095,12,156.043545
-9.809524,9,156.114397
1.142857,7,156.171603
1.261905,12,156.269153
-0.809524,9,156.346579
1.166667,8,156.421372
1.214286,10,156.51296
1.214286,10,156.75706
1.261905,12,156.869223
-0.666667,15,157.02994
1.285714,13,157.136134
-0.857143,7,157.205565
1.166667,8,157.281434
-0.738095,12,157.388986
-0.785714,10,157.49145
1.119048,6,157.549409
1.214286,10,157.656332
1.238095,11,157.752873
1.214286,10,157.850476
1.261905,12,157.960406
1.214286,10,158.187792
-0.738095,12,158.289043
1.261905,12,158.387136
-0.761905,11,158.483869
1.238095,11,158.572271
-9.595238,18,158.717762
1.214286,10,158.801247
1.095238,5,158.846567
1.142857,7,158.905597
1.214286,10,158.987759
-0.785714,10,159.08373
1.238095,11,159.176296
-9.785714,10,159.388591
1.095238,5,159.437676
-0.904762,5,159.48502
1.285714,13,159.587466
1.095238,5,159.634319
1.238095,11,159.75172
-0.833333,8,159.858568
1.333333,15,159.98916
1.142857,7,160.047249
-0.761905,11,160.14152
1.190476,9,160.213197
-0.928571,4,160.255655
1.166667,8,160.321822
-0.857143,7,160.380448
1.095238,5,160.425237
1.190476,9,160.633663
1.190476,9,160.712379
1.261905,12,160.809868
1.190476,9,160.889556
1.071429,4,160.925215
-0.833333,8,160.998812
1.238095,11,161.108042
-0.880952,6,161.159651
1.142857,7,161.217427
1.119048,6,161.267718
-0.761905,11,161.362376
-0.714286,13,161.476792
1.190476,9,161.549436
1.238095,11,161.64993
-0.880952,6,161.710568
-9.690476,14,161.965941
-9.595238,18,162.115043
1.119048,6,162.165339
1.238095,11,162.256274
-0.761905,11,162.360064
1.142857,7,162.420341
1.166667,8,162.518546
1.238095,11,162.630274
-0.833333,8,162.707953
1.238095,11,162.800057
1.190476,9,162.87523
-0.857143,7,162.937606
1.166667,8,163.004806
1.190476,9,163.213275
1.071429,4,163.246513
1.261905,12,163.347123
1.166667,8,163.431917
1.166667,8,163.503285
1.166667,8,163.570945
1.142857,7,163.63999
1.119048,6,163.68989
-0.809524,9,163.771606
1.071429,4,163.806487
1.166667,8,163.871939
1.261905,12,164.000487
1.285714,13,164.131942
1.166667,8,164.195568
1.166667,8,164.257554
1.261905,12,164.501719
-0.785714,10,164.590324
1.142857,7,164.648742
1.166667,8,164.736311
1.238095,11,164.835096
1.142857,7,164.892076
1.190476,9,164.972606
1.095238,5,165.017329
-0.928571,4,165.055435
1.142857,7,165.124998
1.190476,9,165.201243
1.309524,14,165.341122
1.214286,10,165.421995
1.285714,13,165.527177
1.119048,6,165.580907
1.166667,8,165.804608
1.119048,6,165.853901
1.238095,11,165.94276
1.095238,5,165.990988
1.119048,6,166.039217
1.166667,8,166.105599
1.095238,5,166.146311
-0.809524,9,166.223863
1.190476,9,166.294964
1.142857,7,166.359135
1.142857,7,166.417627
1.095238,5,166.458558
-0.880952,6,166.511158
1.238095,11,166.607114
-0.833333,8,166.68019
1.238095,11,166.797005
1.119048,6,166.845982
1.190476,9,167.057091
1.238095,11,167.157467
1.166667,8,167.226056
1.095238,5,167.265248
-0.880952,6,167.321734
1.142857,7,167.381929
1.142857,7,167.443823
1.166667,8,167.514714
-9.761905,11,167.615548
1.119048,6,167.66554
1.119048,6,167.716568
1.261905,12,167.823968
1.190476,9,167.90135
-0.738095,12,168.010438
-0.761905,11,168.09815
1.309524,14,168.399874
-0.928571,4,168.458862
1.214286,10,168.55026
1.190476,9,168.746464
1.214286,10,168.851126
1.142857,7,168.922654
1.119048,6,168.987126
1.261905,12,169.102768
1.142857,7,169.171426
1.190476,9,169.269007
-0.761905,11,169.382875
1.142857,7,169.456156
1.190476,9,169.54543
1.166667,8,169.623331
-0.880952,6,169.68386
1.142857,7,169.899171
1.190476,9,169.980476
1.214286,10,170.064437
1.142857,7,170.121072
1.166667,8,170.194437
1.238095,11,170.296553
-0.904762,5,170.354689
1.190476,9,170.451922
1.214286,10,170.54052
1.142857,7,170.618331
-0.857143,7,170.686974
-0.761905,11,170.789042
1.166667,8,170.861279
1.166667,8,170.940158
-0.809524,9,171.037866
-0.809524,9,171.287171
1.119048,6,171.353223
1.166667,8,171.441809
1.095238,5,171.494234
1.190476,9,171.579867
1.190476,9,171.66914
1.190476,9,171.757883
-0.833333,8,171.841785
1.261905,12,171.962857
1.238095,11,172.077008
1.285714,13,172.196823
1.142857,7,172.260941
1.166667,8,172.344779
1.190476,9,172.442687
1.095238,5,172.499614
1.214286,10,172.74884
1.190476,9,172.841497
-0.809524,9,172.924678
1.071429,4,172.96651
1.142857,7,173.040825
-9.690476,14,173.159383
1.190476,9,173.246241
1.119048,6,173.300931
1.238095,11,173.406926
1.166667,8,173.496345
-0.857143,7,173.57056
1.071429,4,173.621969
1.238095,11,173.730612
-9.761905,11,173.821392
1.238095,11,173.934271
1.190476,9,174.158719
1.119048,6,174.220156
1.261905,12,174.314211
1.214286,10,174.414633
-9.738095,12,174.541799
1.190476,9,174.634496
1.333333,15,174.774084
1.166667,8,174.870658
1.333333,15,175.020338
1.190476,9,175.112649
1.214286,10,175.207963
1.119048,6,175.260421
1.142857,7,175.346693
-0.785714,10,175.587849
-0.809524,9,175.679667
1.142857,7,175.74778
-0.833333,8,175.852878
1.214286,10,175.944065
1.071429,4,175.987456
-0.833333,8,176.067949
1.190476,9,176.154884
1.095238,5,176.210976
1.166667,8,176.299366
1.166667,8,176.369916
1.333333,15,176.51871
1.166667,8,176.602325
-0.857143,7,176.687215
1.285714,13,176.821344
-0.904762,5,177.007765
-0.904762,5,177.058056
1.166667,8,177.134466
1.285714,13,177.246431
-9.738095,12,177.359474
1.095238,5,177.416959
1.071429,4,177.451001
1.214286,10,177.537939
1.190476,9,177.618433
1.071429,4,177.653051
1.238095,11,177.757628
1.119048,6,177.81127
1.190476,9,177.888788
1.238095,11,177.986372
-0.833333,8,178.051275
1.071429,4,178.087689
-0.880952,6,178.272212
-0.785714,10,178.360674
1.142857,7,178.420681
1.238095,11,178.50651
1.261905,12,178.618397
-0.857143,7,178.683464
1.238095,11,178.778767
-0.857143,7,178.8415
1.190476,9,178.915376
1.166667,8,178.992176
1.261905,12,179.088076
1.142857,7,179.146121
1.142857,7,179.209217
1.142857,7,179.273861
1.142857,7,179.33191
1.166667,8,179.543661
1.190476,9,179.625498
1.190476,9,179.697619
1.119048,6,179.750467
1.166667,8,179.818582
1.261905,12,179.913523
1.190476,9,180.007066
1.166667,8,180.077151
1.142857,7,180.133412
1.142857,7,180.19997
1.333333,15,180.315924
1.142857,7,180.382323
1.190476,9,180.452068
-0.857143,7,180.511354
-0.785714,10,180.746712
1.166667,8,180.949238
1.119048,6,181.016464
-0.785714,10,181.114535
1.190476,9,181.193012
1.142857,7,181.248887
1.238095,11,181.338534
-9.690476,14,181.464424
1.142857,7,181.521391
1.166667,8,181.600337
-9.738095,12,181.698238
1.214286,10,181.787296
-9.738095,12,181.884908
1.119048,6,181.933926
1.166667,8,182.005246
1.142857,7,182.20523
1.095238,5,182.254789
1.119048,6,182.317374
1.166667,8,182.380657
-0.714286,13,182.488815
-9.642857,16,182.617864
1.142857,7,182.676085
1.095238,5,182.724101
1.166667,8,182.801381
1.190476,9,182.881203
1.142857,7,182.940087
1.261905,12,183.040751
1.095238,5,183.085307
-9.690476,14,183.189674
1.190476,9,183.407141
1.166667,8,183.476099
1.095238,5,183.519274
-9.690476,14,183.633315
1.214286,10,183.731233
1.119048,6,183.788994
-0.880952,6,183.842388
1.190476,9,183.917674
1.214286,10,184.001607
1.190476,9,184.075587
1.238095,11,184.160494
1.190476,9,184.234606
1.095238,5,184.277831
1.214286,10,184.35817
1.214286,10,184.438318
1.095238,5,184.619764
1.166667,8,184.694285
-9.785714,10,184.824536
1.142857,7,184.887587
-9.714286,13,184.991326
1.214286,10,185.078115
1.190476,9,185.155727
1.166667,8,185.265497
-9.690476,14,185.393588
-0.738095,12,185.494514
1.166667,8,185.556474
1.071429,4,185.594963
1.190476,9,185.672246
1.261905,12,185.763409
1.238095,11,185.985722
1.214286,10,186.066877
1.285714,13,186.176697
1.095238,5,186.218043
-9.761905,11,186.312263
1.166667,8,186.377981
1.190476,9,186.450764
-9.642857,16,186.583708
1.214286,10,186.666342
1.119048,6,186.72054
1.166667,8,186.800097
1.214286,10,186.89545
1.142857,7,186.953717
1.190476,9,187.156385
1.238095,11,187.245551
1.214286,10,187.333475
1.214286,10,187.41604
1.071429,4,187.451531
-9.785714,10,187.536003
1.119048,6,187.595192
-0.809524,9,187.685295
1.214286,10,187.770146
1.071429,4,187.807738
1.190476,9,187.884303
1.142857,7,187.942523
1.166667,8,188.012341
1.285714,13,188.115819
1.095238,5,188.160583
1.214286,10,188.256061
-0.761905,11,188.516843
1.166667,8,188.586442
1.142857,7,188.645637
1.119048,6,188.698352
1.095238,5,188.741112
-0.880952,6,188.803616
-0.857143,7,188.869831
1.166667,8,188.944974
1.166667,8,189.012478
1.190476,9,189.085068
1.142857,7,189.140839
-0.690476,14,189.253454
1.166667,8,189.324453
1.142857,7,189.389224
1.166667,8,189.456929
-0.833333,8,189.52352
1.142857,7,189.754701
1.166667,8,189.837319
1.142857,7,189.894534
-0.761905,11,190.04366
1.119048,6,190.106968
-0.785714,10,190.203398
1.095238,5,190.244806
-0.761905,11,190.343932
1.166667,8,190.418701
1.119048,6,190.469181
1.166667,8,190.535584
-0.833333,8,190.619082
1.214286,10,190.707365
1.261905,12,190.806566
1.261905,12,190.90425
1.142857,7,191.128373
1.261905,12,191.235951
1.190476,9,191.310251
1.119048,6,191.365023
1.071429,4,191.406278
1.095238,5,191.452595
-0.785714,10,191.54237
1.095238,5,191.590447
1.119048,6,191.643756
1.190476,9,191.726599
1.071429,4,191.76167
1.119048,6,191.81192
1.166667,8,191.87776
-9.738095,12,191.982518
1.190476,9,192.060416
1.142857,7,192.125133
-0.809524,9,192.206315
1.166667,8,192.424565
-0.738095,12,192.526745
-0.857143,7,192.597786
1.214286,10,192.683733
-9.809524,9,192.760688
1.142857,7,192.822683
1.166667,8,192.886324
1.166667,8,192.952486
1.119048,6,193.015205
1.214286,10,193.101304
1.166667,8,193.168156
1.142857,7,193.23144
1.119048,6,193.286473
1.214286,10,193.370096
1.214286,10,193.453705
1.119048,6,193.645804
1.166667,8,193.715664
-0.785714,10,193.804419
1.214286,10,193.885761
1.238095,11,193.984747
1.119048,6,194.044726
1.214286,10,194.133424
1.166667,8,194.20352
1.071429,4,194.236955
1.190476,9,194.314948
1.238095,11,194.405658
1.238095,11,194.49897
1.142857,7,194.569171
1.142857,7,194.636204
1.190476,9,194.712141
1.238095,11,194.938915
1.166667,8,195.020435
1.166667,8,195.100503
1.095238,5,195.142162
1.261905,12,195.244389
-0.833333,8,195.31093
1.166667,8,195.387426
1.142857,7,195.44992
1.142857,7,195.507052
1.166667,8,195.575258
1.166667,8,195.650388
1.071429,4,195.687815
1.119048,6,195.740053
1.166667,8,195.813598
1.309524,14,195.924396
1.095238,5,195.982601
1.095238,5,196.156615
1.071429,4,196.194858
1.190476,9,196.27225
1.190476,9,196.35189
1.190476,9,196.43802
1.119048,6,196.488498
1.190476,9,196.560941
1.261905,12,196.667696
1.142857,7,196.726039
1.166667,8,196.794595
-0.857143,7,196.859803
-0.761905,11,196.954831
1.142857,7,197.022177
1.166667,8,197.087169
-0.785714,10,197.171366
1.214286,10,197.258177
1.190476,9,197.466381
1.214286,10,197.546364
-0.857143,7,197.622227
1.190476,9,197.706136
1.166667,8,197.774151
1.238095,11,197.865226
1.095238,5,197.911365
1.119048,6,197.961688
1.071429,4,198.001108
-0.857143,7,198.06331
1.119048,6,198.120079
1.095238,5,198.164273
1.095238,5,198.213602
-0.714286,13,198.326211
1.238095,11,198.416048
1.190476,9,198.493294
1.285714,13,198.776628
1.142857,7,198.846715
1.071429,4,198.884212
1.166667,8,198.948465
1.190476,9,199.027607
1.238095,11,199.121953
1.166667,8,199.196759
1.095238,5,199.241106
1.166667,8,199.350709
1.214286,10,199.442196
-0.880952,6,199.499518
1.238095,11,199.610265
1.142857,7,199.681293
1.190476,9,199.759825
1.166667,8,199.825517
1.261905,12,200.062027
1.095238,5,200.105676
1.095238,5,200.150878
1.119048,6,200.200049
1.190476,9,200.27234
1.142857,7,200.33279
1.119048,6,200.383103
1.214286,10,200.464709
-0.809524,9,200.551304
1.261905,12,200.667917
1.119048,6,200.727388
1.119048,6,200.778447
1.190476,9,200.853434
1.119048,6,200.906265
1.119048,6,200.956844
1.190476,9,201.048764
1.142857,7,201.120834
-0.857143,7,201.306626
1.071429,4,201.34362
1.190476,9,201.423729
1.095238,5,201.474038
1.190476,9,201.546641
-9.666667,15,201.662059
1.166667,8,201.730466
1.095238,5,201.776992
1.142857,7,201.836922
1.238095,11,201.939288
-0.785714,10,202.027381
1.285714,13,202.141924
1.119048,6,202.194695
-9.738095,12,202.290212
1.190476,9,202.370964
1.166667,8,202.752936
1.190476,9,202.834445
-0.809524,9,202.912616
1.190476,9,202.993403
1.261905,12,203.095249
1.214286,10,203.180024
1.119048,6,203.232064
1.166667,8,203.297036
1.238095,11,203.395936
1.119048,6,203.454708
1.142857,7,203.514253
1.238095,11,203.611807
1.142857,7,203.6749
1.095238,5,203.718301
1.214286,10,203.805718
1.119048,6,203.995531
1.119048,6,204.048576
1.119048,6,204.104916
1.095238,5,204.146494
1.190476,9,204.227536
1.166667,8,204.298493
1.095238,5,204.349392
-0.880952,6,204.409659
1.142857,7,204.466512
1.214286,10,204.54823
1.142857,7,204.614477
1.190476,9,204.69141
1.238095,11,204.783455
1.166667,8,204.848118
1.214286,10,204.934857
1.190476,9,205.026452
1.166667,8,205.098676
1.142857,7,205.287146
1.142857,7,205.345124
1.095238,5,205.403151
1.095238,5,205.45693
1.190476,9,205.534219
1.119048,6,205.600829
1.190476,9,205.671108
1.095238,5,205.715861
1.142857,7,205.776257
1.166667,8,205.841617
1.238095,11,205.928824
1.214286,10,206.019608
