#{"t_start": 1621568387.765816, "env_id": null}
r,l,t
-0.880952,6,1113.129734
1.142857,7,1113.352719
1.214286,10,1113.896397
-0.833333,8,1114.238273
1.190476,9,1114.591399
1.166667,8,1114.957473
1.166667,8,1115.219983
1.119048,6,1115.508631
1.142857,7,1115.761157
1.166667,8,1116.076239
1.119048,6,1116.227298
1.190476,9,1116.434099
1.309524,14,1117.046882
1.119048,6,1117.208455
1.119048,6,1117.493464
1.214286,10,1117.824149
1.285714,13,1118.013737
1.166667,8,1118.149585
1.214286,10,1118.3267
1.166667,8,1118.400164
1.190476,9,1118.486039
-0.809524,9,1118.589099
1.214286,10,1118.69486
1.190476,9,1118.78523
1.142857,7,1118.864508
1.190476,9,1118.969928
1.238095,11,1119.235612
1.190476,9,1119.327863
-0.833333,8,1119.399721
1.095238,5,1119.446366
1.142857,7,1119.509936
1.238095,11,1119.609275
1.166667,8,1119.682856
1.166667,8,1119.755753
1.190476,9,1119.833106
1.190476,9,1119.911932
1.142857,7,1119.972894
1.238095,11,1120.066613
1.071429,4,1120.182898
-0.928571,4,1120.25757
1.166667,8,1120.363806
1.261905,12,1120.469656
1.190476,9,1120.738936
1.285714,13,1120.934048
1.261905,12,1121.101567
1.119048,6,1121.155938
1.142857,7,1121.217799
1.166667,8,1121.333831
1.095238,5,1121.390578
-0.833333,8,1121.461217
1.142857,7,1121.521893
1.166667,8,1121.640972
1.190476,9,1121.720477
1.142857,7,1121.825335
1.166667,8,1121.993225
1.166667,8,1122.075559
1.166667,8,1122.143702
1.142857,7,1122.338933
1.238095,11,1122.444479
1.190476,9,1122.529236
1.119048,6,1122.624419
1.190476,9,1122.711969
1.119048,6,1122.772916
1.190476,9,1122.84766
1.166667,8,1122.917644
1.119048,6,1122.977412
1.142857,7,1123.044224
-0.833333,8,1123.115124
1.238095,11,1123.214389
1.095238,5,1123.25871
1.142857,7,1123.322753
1.142857,7,1123.382657
1.238095,11,1123.485335
1.119048,6,1123.643717
1.095238,5,1123.862444
1.071429,4,1123.898001
1.071429,4,1123.93525
1.119048,6,1123.993134
1.285714,13,1124.109221
1.142857,7,1124.199997
1.190476,9,1124.431496
1.142857,7,1124.498639
1.142857,7,1124.563537
1.142857,7,1124.636664
1.166667,8,1124.710867
-9.666667,15,1124.895387
1.071429,4,1124.967997
1.142857,7,1125.063168
1.190476,9,1125.144796
1.119048,6,1125.199507
1.166667,8,1125.269047
1.166667,8,1125.46777
1.142857,7,1125.527528
1.119048,6,1125.594738
1.190476,9,1125.829928
1.190476,9,1125.954161
1.190476,9,1126.084007
1.238095,11,1126.270637
1.190476,9,1126.386186
1.119048,6,1126.438577
1.190476,9,1126.518344
1.119048,6,1126.57459
1.166667,8,1126.756569
-0.833333,8,1126.952931
1.190476,9,1127.191346
1.190476,9,1127.283741
1.190476,9,1127.521815
1.166667,8,1127.793927
1.095238,5,1127.962613
1.190476,9,1128.217704
1.190476,9,1128.419286
1.190476,9,1128.659103
1.190476,9,1128.821393
1.214286,10,1128.913252
-0.785714,10,1129.013209
1.214286,10,1129.119345
-0.785714,10,1129.22508
-0.833333,8,1129.301692
1.214286,10,1129.411491
1.214286,10,1129.514802
1.166667,8,1129.586279
1.119048,6,1129.983457
1.119048,6,1130.076365
1.142857,7,1130.198086
1.095238,5,1130.265784
1.238095,11,1130.396582
1.190476,9,1130.482201
-0.833333,8,1130.584532
1.214286,10,1130.719404
1.190476,9,1130.812913
1.166667,8,1130.916368
1.119048,6,1131.018875
1.119048,6,1131.146564
1.190476,9,1131.286384
1.166667,8,1131.403305
1.214286,10,1131.515723
-0.761905,11,1131.948429
1.190476,9,1132.837277
1.119048,6,1133.136136
1.214286,10,1133.643871
1.142857,7,1133.992731
1.238095,11,1134.308341
1.214286,10,1134.665692
1.238095,11,1134.973027
1.095238,5,1135.024539
-0.785714,10,1135.112644
1.095238,5,1135.160917
1.214286,10,1135.252699
1.190476,9,1135.32884
1.095238,5,1135.376421
1.166667,8,1135.456415
1.166667,8,1135.535283
1.190476,9,1135.757287
1.166667,8,1135.830504
1.166667,8,1135.914204
1.142857,7,1135.979983
1.119048,6,1136.040403
1.119048,6,1136.109402
1.119048,6,1136.171543
1.142857,7,1136.244379
-0.833333,8,1136.330526
1.119048,6,1136.56237
1.166667,8,1136.783975
1.095238,5,1137.028659
1.166667,8,1137.118881
1.095238,5,1137.174846
1.166667,8,1137.254019
1.214286,10,1137.356967
1.095238,5,1137.402089
1.214286,10,1137.491147
1.119048,6,1137.686164
1.238095,11,1137.786778
1.214286,10,1137.880176
1.166667,8,1137.949254
1.142857,7,1138.010625
1.214286,10,1138.09637
1.166667,8,1138.163819
1.190476,9,1138.252894
1.166667,8,1138.330596
1.119048,6,1138.389287
1.142857,7,1138.68124
1.142857,7,1138.81666
-0.809524,9,1138.970206
1.142857,7,1139.099476
-0.880952,6,1139.173266
1.095238,5,1139.239367
1.190476,9,1139.856294
-0.880952,6,1139.974008
-0.880952,6,1140.109499
1.142857,7,1140.290209
-0.857143,7,1140.559736
1.190476,9,1140.775226
-0.809524,9,1141.096148
1.119048,6,1141.193141
1.214286,10,1141.359959
1.119048,6,1141.446776
1.190476,9,1141.696947
1.214286,10,1142.114806
1.190476,9,1142.229751
-0.833333,8,1142.34301
1.142857,7,1142.408292
1.166667,8,1142.478569
1.214286,10,1142.714973
1.166667,8,1142.781397
-0.738095,12,1142.894228
-0.809524,9,1142.977776
1.142857,7,1143.04585
1.071429,4,1143.080532
1.142857,7,1143.145352
1.071429,4,1143.18821
1.190476,9,1143.279218
1.261905,12,1143.381253
-9.714286,13,1143.514304
1.190476,9,1143.629587
1.166667,8,1143.715416
1.142857,7,1143.784363
1.142857,7,1143.887864
1.190476,9,1143.986815
1.166667,8,1144.18647
1.190476,9,1144.279123
1.071429,4,1144.334644
1.166667,8,1144.403061
1.190476,9,1144.478976
1.214286,10,1144.56916
1.261905,12,1144.684389
1.119048,6,1144.74778
1.142857,7,1144.816164
1.119048,6,1144.870265
1.238095,11,1144.969405
-0.809524,9,1145.050762
-9.714286,13,1145.159083
1.166667,8,1145.233212
1.095238,5,1145.27852
1.190476,9,1145.484866
1.119048,6,1145.539091
-0.833333,8,1145.614854
1.214286,10,1145.716759
1.119048,6,1145.769567
1.119048,6,1145.823582
1.095238,5,1145.868686
1.142857,7,1145.933015
1.119048,6,1145.988235
1.166667,8,1146.060131
1.119048,6,1146.116053
1.119048,6,1146.170126
1.190476,9,1146.245271
1.095238,5,1146.288787
1.190476,9,1146.368498
1.166667,8,1146.441697
-9.714286,13,1146.557162
1.142857,7,1146.758365
1.166667,8,1146.841352
1.214286,10,1146.926301
1.119048,6,1146.980279
1.095238,5,1147.027835
1.190476,9,1147.105206
1.333333,15,1147.233977
1.214286,10,1147.322139
1.166667,8,1147.391994
1.214286,10,1147.480231
1.190476,9,1147.557855
1.190476,9,1147.648005
1.238095,11,1147.742939
-0.857143,7,1147.811994
1.190476,9,1147.887892
1.119048,6,1148.076841
1.214286,10,1148.161186
1.095238,5,1148.209321
1.285714,13,1148.427779
1.071429,4,1148.467146
-0.761905,11,1148.565334
1.142857,7,1148.648155
1.214286,10,1148.742028
1.095238,5,1148.783731
1.142857,7,1148.847893
1.190476,9,1148.924232
1.142857,7,1148.994472
1.214286,10,1149.161887
1.071429,4,1149.208941
-0.857143,7,1149.268217
1.142857,7,1149.328669
-0.761905,11,1149.578589
1.166667,8,1149.660486
1.285714,13,1149.767612
1.095238,5,1149.814652
1.095238,5,1149.862897
1.285714,13,1149.978002
1.119048,6,1150.041391
1.285714,13,1150.183576
1.166667,8,1150.25419
1.166667,8,1150.3303
1.142857,7,1150.395209
-0.880952,6,1150.452451
1.095238,5,1150.497557
1.190476,9,1150.566836
1.142857,7,1150.631054
-0.714286,13,1150.904653
1.119048,6,1150.956689
1.190476,9,1151.048553
1.214286,10,1151.146256
1.261905,12,1151.253624
1.119048,6,1151.313631
1.190476,9,1151.389511
1.190476,9,1151.473097
1.190476,9,1151.55709
1.166667,8,1151.635878
-0.761905,11,1151.735851
1.142857,7,1151.794525
1.214286,10,1151.884635
-0.928571,4,1151.922877
1.071429,4,1151.95707
1.166667,8,1152.027329
1.142857,7,1152.222719
1.119048,6,1152.289909
-0.833333,8,1152.360833
1.166667,8,1152.434518
1.190476,9,1152.517269
1.119048,6,1152.568662
-0.785714,10,1152.674658
1.214286,10,1152.768142
-0.785714,10,1152.859427
1.119048,6,1152.916146
1.142857,7,1152.975263
1.238095,11,1153.075979
1.166667,8,1153.156308
1.166667,8,1153.238468
1.214286,10,1153.332631
1.190476,9,1153.553203
1.238095,11,1153.687372
1.071429,4,1153.728465
1.142857,7,1153.78773
1.166667,8,1153.85941
1.166667,8,1153.929558
1.166667,8,1153.995819
1.190476,9,1154.087398
1.095238,5,1154.131446
1.095238,5,1154.175057
1.119048,6,1154.228222
1.142857,7,1154.294778
1.166667,8,1154.363754
1.142857,7,1154.424474
1.166667,8,1154.494771
1.142857,7,1154.554458
1.142857,7,1154.623681
1.166667,8,1154.710743
1.095238,5,1154.887781
1.190476,9,1154.975326
1.119048,6,1155.028877
1.261905,12,1155.142499
-0.761905,11,1155.246055
-0.809524,9,1155.344413
1.214286,10,1155.447153
1.214286,10,1155.54814
1.166667,8,1155.632762
1.119048,6,1155.695515
-0.857143,7,1155.76572
1.142857,7,1155.834777
1.142857,7,1155.910175
1.214286,10,1156.033102
1.119048,6,1156.098256
1.142857,7,1156.170611
1.214286,10,1156.417194
1.071429,4,1156.454355
1.214286,10,1156.554708
1.238095,11,1156.676203
1.095238,5,1156.728279
1.190476,9,1156.800985
1.214286,10,1156.900375
1.238095,11,1157.000019
1.095238,5,1157.047804
1.071429,4,1157.087786
1.166667,8,1157.156608
1.166667,8,1157.230573
1.166667,8,1157.299253
1.142857,7,1157.365452
1.119048,6,1157.419288
1.142857,7,1157.481657
1.166667,8,1157.689874
1.142857,7,1157.755925
1.142857,7,1157.821518
1.095238,5,1157.870832
1.095238,5,1157.916882
1.142857,7,1157.976325
1.142857,7,1158.034648
-0.880952,6,1158.090127
1.238095,11,1158.187055
1.261905,12,1158.289053
1.142857,7,1158.35939
1.119048,6,1158.412229
1.166667,8,1158.47737
1.142857,7,1158.550472
-0.833333,8,1158.672518
1.142857,7,1158.751083
1.119048,6,1158.806186
1.071429,4,1158.840939
1.166667,8,1159.040521
1.142857,7,1159.114312
1.095238,5,1159.16031
1.119048,6,1159.211809
1.071429,4,1159.245347
1.095238,5,1159.289314
1.214286,10,1159.378068
1.095238,5,1159.423729
1.238095,11,1159.513336
1.142857,7,1159.576635
1.119048,6,1159.639231
1.261905,12,1159.757778
1.190476,9,1159.83829
1.119048,6,1159.887689
1.214286,10,1160.014046
1.309524,14,1160.147901
1.071429,4,1160.191843
1.142857,7,1160.394028
1.119048,6,1160.456078
1.166667,8,1160.523327
1.142857,7,1160.580439
1.119048,6,1160.639904
1.142857,7,1160.699848
1.142857,7,1160.760876
1.119048,6,1160.817445
1.095238,5,1160.860029
1.166667,8,1160.939272
1.142857,7,1161.008442
1.119048,6,1161.075157
1.166667,8,1161.150723
-0.809524,9,1161.233648
1.071429,4,1161.272922
1.285714,13,1161.380612
1.190476,9,1161.463632
1.190476,9,1161.545232
1.214286,10,1162.595722
1.142857,7,1162.673815
1.119048,6,1162.73322
1.095238,5,1162.781659
1.119048,6,1162.832871
-9.761905,11,1162.984572
1.190476,9,1163.069282
1.190476,9,1163.155453
1.214286,10,1163.245505
1.261905,12,1163.351785
1.119048,6,1163.407177
1.238095,11,1163.509303
1.142857,7,1163.572115
1.261905,12,1163.736822
1.190476,9,1163.883417
1.166667,8,1164.082995
1.214286,10,1164.169683
1.119048,6,1164.237338
1.119048,6,1164.307265
1.261905,12,1164.476542
1.214286,10,1164.560389
1.166667,8,1164.639188
1.190476,9,1164.721239
1.142857,7,1164.804861
1.095238,5,1164.87331
1.142857,7,1164.943705
1.142857,7,1165.013301
1.261905,12,1165.113852
-9.690476,14,1165.23979
1.119048,6,1165.292713
1.142857,7,1165.491637
1.190476,9,1165.56507
1.166667,8,1165.653803
1.190476,9,1165.744833
1.142857,7,1165.806625
1.166667,8,1165.87678
1.095238,5,1165.927647
1.142857,7,1165.99134
1.166667,8,1166.06349
1.238095,11,1166.158052
1.190476,9,1166.245114
1.214286,10,1166.344352
1.119048,6,1166.397666
1.238095,11,1166.493621
1.142857,7,1166.555824
1.142857,7,1166.61796
1.190476,9,1166.874407
-0.904762,5,1166.925763
1.166667,8,1167.035389
1.190476,9,1167.126581
1.142857,7,1167.190042
1.214286,10,1167.284737
1.214286,10,1167.373999
1.166667,8,1167.445391
1.095238,5,1167.48991
-0.904762,5,1167.548988
1.190476,9,1167.639716
1.214286,10,1167.732916
1.119048,6,1167.783877
1.142857,7,1167.847707
1.190476,9,1167.927329
1.119048,6,1167.980134
1.095238,5,1168.021594
-0.880952,6,1168.21409
1.166667,8,1168.286161
1.190476,9,1168.365447
-0.904762,5,1168.414681
-0.738095,12,1168.548737
1.142857,7,1168.620674
1.119048,6,1168.679518
1.214286,10,1168.767197
1.166667,8,1168.834344
1.166667,8,1168.900441
-0.761905,11,1169.003286
1.095238,5,1169.050731
1.166667,8,1169.120477
1.142857,7,1169.181835
1.214286,10,1169.271726
1.214286,10,1169.487844
1.119048,6,1169.544517
1.119048,6,1169.597681
1.119048,6,1169.681953
1.214286,10,1169.7725
1.214286,10,1169.854696
1.095238,5,1169.904993
1.214286,10,1170.004328
1.166667,8,1170.072884
1.190476,9,1170.153288
1.261905,12,1170.270048
1.095238,5,1170.335588
1.119048,6,1170.393506
1.214286,10,1170.477808
1.166667,8,1170.575109
1.119048,6,1170.65139
1.166667,8,1170.754721
1.214286,10,1171.081792
1.190476,9,1171.174105
1.119048,6,1171.242693
-0.785714,10,1171.351738
1.214286,10,1171.451787
1.119048,6,1171.511956
1.142857,7,1171.577021
1.142857,7,1171.653469
1.142857,7,1171.724865
1.142857,7,1171.796829
1.142857,7,1171.874333
1.214286,10,1171.973213
1.119048,6,1172.027816
-0.809524,9,1172.115186
1.166667,8,1172.192731
1.214286,10,1172.290734
1.095238,5,1172.477556
1.166667,8,1172.562877
1.119048,6,1172.627864
1.190476,9,1172.706977
1.119048,6,1172.760576
1.142857,7,1172.824324
1.119048,6,1172.880395
1.142857,7,1172.954003
1.166667,8,1173.028445
1.166667,8,1173.095265
-0.809524,9,1173.190234
-0.833333,8,1173.28134
1.119048,6,1173.360916
1.166667,8,1173.447208
1.119048,6,1173.500481
1.071429,4,1173.55118
-0.880952,6,1173.630367
1.166667,8,1173.711571
1.166667,8,1173.934198
1.142857,7,1174.025124
1.119048,6,1174.085359
1.071429,4,1174.131574
1.214286,10,1174.231485
1.190476,9,1174.318969
1.238095,11,1174.434839
1.142857,7,1174.516172
1.142857,7,1174.612273
1.119048,6,1174.688349
1.119048,6,1174.754445
1.166667,8,1174.834733
1.142857,7,1174.912067
1.142857,7,1174.995996
1.166667,8,1175.073453
1.119048,6,1175.139691
1.238095,11,1175.248085
-0.880952,6,1175.577994
1.119048,6,1175.651165
1.166667,8,1175.730244
1.261905,12,1175.850165
-0.880952,6,1175.907476
1.166667,8,1175.983277
1.071429,4,1176.030228
1.214286,10,1176.127738
1.095238,5,1176.174167
1.119048,6,1176.240015
1.119048,6,1176.306004
1.142857,7,1176.38521
1.190476,9,1176.487181
1.166667,8,1176.567056
1.166667,8,1176.653793
1.095238,5,1176.707336
1.238095,11,1176.823953
1.142857,7,1177.048155
1.142857,7,1177.121621
1.119048,6,1177.17915
1.142857,7,1177.254111
1.119048,6,1177.308834
1.071429,4,1177.352825
-0.880952,6,1177.428353
1.214286,10,1177.54325
1.095238,5,1177.60496
1.142857,7,1177.723043
1.142857,7,1177.786811
1.166667,8,1177.871607
1.142857,7,1177.943784
1.238095,11,1178.0556
1.142857,7,1178.128755
1.190476,9,1178.212319
1.119048,6,1178.274036
1.119048,6,1178.342045
1.142857,7,1178.410895
-0.761905,11,1178.661096
1.095238,5,1178.716026
1.214286,10,1178.829083
1.119048,6,1178.904001
1.238095,11,1179.009656
1.071429,4,1179.063761
-0.928571,4,1179.114929
1.142857,7,1179.183572
-0.904762,5,1179.244237
1.119048,6,1179.302854
1.119048,6,1179.364527
1.142857,7,1179.436029
1.142857,7,1179.516238
1.190476,9,1179.627567
-0.857143,7,1179.721922
1.214286,10,1179.825671
1.119048,6,1179.880994
1.261905,12,1180.130056
1.190476,9,1180.215599
1.166667,8,1180.283315
1.166667,8,1180.359406
-0.785714,10,1180.450804
1.119048,6,1180.513628
1.238095,11,1180.621763
1.142857,7,1180.684388
1.190476,9,1180.761848
1.119048,6,1180.821112
1.166667,8,1180.895998
1.190476,9,1181.004089
1.166667,8,1181.112163
1.142857,7,1181.182058
1.095238,5,1181.24172
1.214286,10,1181.334819
1.214286,10,1181.617833
1.119048,6,1181.683923
1.071429,4,1181.724813
1.142857,7,1181.793642
1.142857,7,1181.865465
1.190476,9,1181.95474
1.285714,13,1182.088508
1.095238,5,1182.141011
1.119048,6,1182.207413
1.238095,11,1182.320567
1.166667,8,1182.39912
1.119048,6,1182.46771
1.214286,10,1182.561377
1.190476,9,1182.66607
1.190476,9,1182.743629
1.142857,7,1182.810609
1.238095,11,1183.086371
1.166667,8,1183.164806
-0.690476,14,1183.306053
1.095238,5,1183.356956
1.166667,8,1183.440895
1.095238,5,1183.492944
1.190476,9,1183.57602
1.119048,6,1183.644289
1.214286,10,1183.739963
-0.833333,8,1183.822665
1.095238,5,1183.873098
1.119048,6,1183.927856
1.119048,6,1183.987031
1.119048,6,1184.044033
1.166667,8,1184.125894
1.119048,6,1184.185214
1.095238,5,1184.239848
-0.785714,10,1184.494921
1.190476,9,1184.600968
1.166667,8,1184.695094
1.166667,8,1184.785957
1.095238,5,1184.839895
1.261905,12,1184.948337
-0.785714,10,1185.060913
1.190476,9,1185.160899
1.166667,8,1185.249796
1.142857,7,1185.322126
1.071429,4,1185.363436
1.095238,5,1185.410583
1.261905,12,1185.519261
-0.761905,11,1185.643521
1.142857,7,1185.712135
1.119048,6,1185.764505
1.238095,11,1185.985198
1.142857,7,1186.066496
1.166667,8,1186.16221
1.071429,4,1186.198752
1.166667,8,1186.282373
1.166667,8,1186.363333
1.190476,9,1186.44957
1.095238,5,1186.511498
1.142857,7,1186.581407
-0.857143,7,1186.662367
-0.880952,6,1186.735742
1.095238,5,1186.784893
1.095238,5,1186.832502
1.214286,10,1186.934002
1.261905,12,1187.068321
1.095238,5,1187.12694
1.142857,7,1187.201125
1.190476,9,1187.447888
1.190476,9,1187.549564
1.119048,6,1187.605475
1.166667,8,1187.690637
1.238095,11,1187.81412
1.119048,6,1187.871775
-0.928571,4,1187.916489
-0.714286,13,1188.055939
1.119048,6,1188.11321
1.119048,6,1188.173086
-0.880952,6,1188.238445
1.190476,9,1188.321307
1.261905,12,1188.43445
1.071429,4,1188.480251
1.142857,7,1188.555067
1.119048,6,1188.624007
1.142857,7,1188.712394
1.166667,8,1188.939497
1.142857,7,1189.009709
1.142857,7,1189.082101
1.261905,12,1189.205784
1.142857,7,1189.284429
1.166667,8,1189.361345
1.095238,5,1189.415521
1.142857,7,1189.481398
1.142857,7,1189.55544
1.261905,12,1189.686156
1.142857,7,1189.757333
1.119048,6,1189.820764
-0.809524,9,1189.921053
1.119048,6,1189.988469
1.190476,9,1190.075929
-0.857143,7,1190.142354
1.166667,8,1190.227326
1.190476,9,1190.475024
1.142857,7,1190.559144
1.142857,7,1190.647488
1.166667,8,1190.727927
1.190476,9,1190.822072
1.119048,6,1190.87751
1.142857,7,1190.976817
1.261905,12,1191.12484
1.142857,7,1191.199906
1.119048,6,1191.266977
-0.880952,6,1191.329048
1.119048,6,1191.393756
1.166667,8,1191.466446
1.142857,7,1191.53078
1.214286,10,1191.626992
1.119048,6,1191.688745
1.166667,8,1191.769894
1.166667,8,1191.999604
1.071429,4,1192.045896
1.142857,7,1192.107975
1.119048,6,1192.162112
1.095238,5,1192.217782
1.190476,9,1192.300022
1.190476,9,1192.379663
1.190476,9,1192.463931
1.142857,7,1192.530675
1.166667,8,1192.600662
1.119048,6,1192.680426
1.119048,6,1192.734051
1.238095,11,1192.836521
1.142857,7,1192.900972
1.166667,8,1192.9928
1.142857,7,1193.071392
1.142857,7,1193.136142
-0.833333,8,1193.398687
-0.880952,6,1193.465589
1.071429,4,1193.514033
1.166667,8,1193.593507
1.119048,6,1193.766807
1.333333,15,1193.903297
1.095238,5,1193.962527
-0.785714,10,1194.06827
1.190476,9,1194.154278
1.142857,7,1194.233459
1.190476,9,1194.319552
1.119048,6,1194.375245
1.214286,10,1194.487988
1.142857,7,1194.557929
1.142857,7,1194.632576
1.214286,10,1194.733354
1.071429,4,1194.772482
1.142857,7,1194.984785
1.119048,6,1195.057277
1.119048,6,1195.110723
1.190476,9,1195.204864
1.142857,7,1195.29078
1.095238,5,1195.339546
1.095238,5,1195.390903
1.142857,7,1195.456659
-0.904762,5,1195.511581
1.119048,6,1195.573972
1.214286,10,1195.684218
1.166667,8,1195.776927
1.119048,6,1195.840037
1.142857,7,1195.907002
-0.904762,5,1195.971764
1.142857,7,1196.069757
1.095238,5,1196.138258
1.119048,6,1196.206806
1.119048,6,1196.28408
1.142857,7,1196.360454
-0.738095,12,1196.631882
1.190476,9,1196.727983
1.214286,10,1196.829808
1.142857,7,1196.90553
1.190476,9,1197.008149
1.166667,8,1197.092755
1.214286,10,1197.181156
-9.666667,15,1197.34002
1.119048,6,1197.408277
1.238095,11,1197.539517
1.142857,7,1197.60436
1.166667,8,1197.691422
1.166667,8,1197.766228
1.214286,10,1197.981522
1.166667,8,1198.048622
1.095238,5,1198.099599
1.214286,10,1198.194836
1.190476,9,1198.283287
1.238095,11,1198.394904
1.190476,9,1198.482922
1.214286,10,1198.584977
1.166667,8,1198.684754
1.166667,8,1198.76925
1.142857,7,1198.848387
1.142857,7,1198.931249
1.095238,5,1198.977899
1.119048,6,1199.035231
1.142857,7,1199.107486
1.166667,8,1199.178809
1.166667,8,1199.255701
1.166667,8,1199.501495
1.166667,8,1199.585607
1.142857,7,1199.677607
1.071429,4,1199.722349
1.095238,5,1199.778411
-0.690476,14,1199.928051
1.214286,10,1200.008808
1.214286,10,1200.09958
1.142857,7,1200.166872
1.238095,11,1200.256231
1.095238,5,1200.303942
1.142857,7,1200.380915
1.142857,7,1200.445204
1.190476,9,1200.535812
1.166667,8,1200.612162
1.166667,8,1200.691418
1.142857,7,1200.921131
1.119048,6,1200.983975
1.119048,6,1201.039731
1.214286,10,1201.15662
1.119048,6,1201.218121
-9.619048,17,1201.368825
1.166667,8,1201.440259
1.238095,11,1201.541859
1.238095,11,1201.644541
1.190476,9,1201.750719
1.142857,7,1201.822419
1.119048,6,1201.885019
1.190476,9,1201.969588
1.238095,11,1202.075478
1.238095,11,1202.321039
1.119048,6,1202.384419
1.119048,6,1202.438444
1.190476,9,1202.515527
-0.857143,7,1202.57795
1.095238,5,1202.625595
1.166667,8,1202.690292
1.214286,10,1202.774506
1.142857,7,1202.837585
1.071429,4,1202.871836
1.119048,6,1202.926654
1.166667,8,1203.006955
1.142857,7,1203.078254
1.095238,5,1203.129943
1.214286,10,1203.229649
1.142857,7,1203.304294
1.190476,9,1203.390211
1.142857,7,1203.460643
1.166667,8,1203.702996
1.214286,10,1203.797945
1.166667,8,1203.890941
1.214286,10,1204.24767
1.214286,10,1204.341905
1.190476,9,1204.426827
1.166667,8,1204.494279
1.190476,9,1204.57048
1.285714,13,1204.712013
1.238095,11,1204.826239
1.190476,9,1204.914144
1.071429,4,1204.955237
1.190476,9,1205.045449
1.142857,7,1205.111171
1.190476,9,1205.351371
1.119048,6,1205.418612
1.214286,10,1205.51458
1.166667,8,1205.591055
1.214286,10,1205.714498
1.166667,8,1205.799132
1.261905,12,1205.909143
1.166667,8,1205.985628
-0.833333,8,1206.064051
1.190476,9,1206.139716
-0.761905,11,1206.250241
1.309524,14,1206.370416
1.166667,8,1206.439225
1.142857,7,1206.498127
1.119048,6,1206.698225
1.095238,5,1206.760757
1.166667,8,1206.839065
1.142857,7,1206.905783
1.333333,15,1207.166276
1.166667,8,1207.247475
1.190476,9,1207.333448
-0.761905,11,1207.435346
1.261905,12,1207.540558
1.095238,5,1207.596917
-0.833333,8,1207.691963
1.119048,6,1207.752578
1.238095,11,1207.854776
1.142857,7,1207.91528
1.166667,8,1207.987263
1.190476,9,1208.202446
-0.809524,9,1208.291055
1.166667,8,1208.356519
-0.904762,5,1208.405253
1.238095,11,1208.502267
1.095238,5,1208.544111
-0.761905,11,1208.641855
1.214286,10,1208.731604
1.238095,11,1208.821485
1.142857,7,1208.882787
1.238095,11,1208.972833
1.142857,7,1209.03647
1.119048,6,1209.089315
1.071429,4,1209.126458
1.214286,10,1209.210253
1.261905,12,1209.442499
1.142857,7,1209.50642
1.238095,11,1209.59249
1.119048,6,1209.662859
1.166667,8,1209.747948
1.238095,11,1209.841996
1.166667,8,1209.913915
1.119048,6,1209.966158
1.190476,9,1210.048671
-0.904762,5,1210.101358
1.190476,9,1210.177261
-0.880952,6,1210.232913
-0.857143,7,1210.296366
1.190476,9,1210.375259
1.119048,6,1210.426346
1.309524,14,1210.556931
1.166667,8,1210.798629
1.166667,8,1210.874503
1.238095,11,1210.977912
1.190476,9,1211.088686
1.214286,10,1211.218638
1.119048,6,1211.282396
1.119048,6,1211.345186
1.119048,6,1211.396801
-0.833333,8,1211.467633
1.190476,9,1211.545467
1.166667,8,1211.613366
1.142857,7,1211.671531
1.071429,4,1211.716339
1.071429,4,1211.751617
1.095238,5,1211.796706
1.095238,5,1211.83683
1.142857,7,1211.897323
1.142857,7,1211.960984
-0.761905,11,1212.185337
1.119048,6,1212.257995
1.095238,5,1212.308468
-0.738095,12,1212.422393
1.119048,6,1212.481759
1.119048,6,1212.548774
1.238095,11,1212.65177
1.142857,7,1212.72013
-0.738095,12,1212.82408
1.261905,12,1212.932648
1.238095,11,1213.033167
1.142857,7,1213.099807
1.142857,7,1213.164946
1.166667,8,1213.236009
1.190476,9,1213.339151
1.142857,7,1213.5733
1.261905,12,1213.675959
-0.880952,6,1213.733335
1.238095,11,1213.82349
-0.785714,10,1213.916544
1.261905,12,1214.017082
1.190476,9,1214.092742
1.142857,7,1214.15832
1.119048,6,1214.253431
1.166667,8,1214.325878
-0.857143,7,1214.393398
1.142857,7,1214.453971
-0.904762,5,1214.507268
1.190476,9,1214.590943
1.095238,5,1214.654047
-0.880952,6,1214.728288
1.119048,6,1214.957867
1.119048,6,1215.017062
1.071429,4,1215.057072
1.119048,6,1215.115293
1.285714,13,1215.230805
1.238095,11,1215.333196
1.166667,8,1215.411979
1.071429,4,1215.452859
1.214286,10,1215.544107
1.166667,8,1215.6275
1.142857,7,1215.696274
1.261905,12,1215.807535
-0.833333,8,1215.883102
-0.785714,10,1215.978692
-0.857143,7,1216.043473
1.119048,6,1216.0948
1.166667,8,1216.314786
1.238095,11,1216.438135
1.119048,6,1216.532725
1.119048,6,1216.678601
1.190476,9,1216.829565
-0.738095,12,1216.959933
1.142857,7,1217.034733
1.071429,4,1217.081493
1.166667,8,1217.160001
-0.785714,10,1217.351492
-0.833333,8,1217.447775
1.142857,7,1217.512056
1.166667,8,1217.633544
1.214286,10,1217.732561
1.190476,9,1217.826901
-0.785714,10,1218.085303
1.142857,7,1218.152522
1.238095,11,1218.264159
1.214286,10,1218.477943
1.071429,4,1218.522475
1.119048,6,1218.576394
1.166667,8,1218.655737
1.095238,5,1218.701613
1.119048,6,1218.755732
-0.785714,10,1218.87046
1.238095,11,1218.985813
-9.666667,15,1219.327348
1.190476,9,1219.426863
1.166667,8,1219.502039
1.214286,10,1219.589582
1.142857,7,1219.669387
1.285714,13,1219.967418
